auxiliary_index,side,direction,medium,m,n,order_m,order_n,polarization,alpha,gamma,beta,kz,vertical_sign,propagating,power_carrying,rayleigh_warning,refractive_index,auxiliary_amplitude_total_projection,incident_projection,outgoing_amplitude,boundary_phase,outgoing_amplitude_at_boundary,modal_power_code_units,power_ratio,power_source,R,T
206,top,outgoing_up,air,-7,3,-7,3,s,3.7679972651966021e-01+0.0000000000000000e+00j,7.5398223686155030e-01+0.0000000000000000e+00j,9.3202438635813578e-01+0.0000000000000000e+00j,9.3202438635813578e-01+0.0000000000000000e+00j,1,True,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,4.6007642138275841e-16+2.7853275243135028e-16j,0.0000000000000000e+00+0.0000000000000000e+00j,4.6007642138275841e-16+2.7853275243135028e-16j,-2.1027189414345648e-01+9.7764294634254023e-01j,-3.6904672131477830e-16+3.9122285870864160e-16j,1.340824723847726e-28,1.2292399709264963e-29,dtn_port_modal_amplitudes,1.2292399709264963e-29,0.0
207,top,outgoing_up,air,-7,3,-7,3,p,3.7679972651966021e-01+0.0000000000000000e+00j,7.5398223686155030e-01+0.0000000000000000e+00j,9.3202438635813578e-01+0.0000000000000000e+00j,9.3202438635813578e-01+0.0000000000000000e+00j,1,True,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,8.1983013625306126e-15+1.1321586803920092e-14j,0.0000000000000000e+00+0.0000000000000000e+00j,8.1983013625306126e-15+1.1321586803920092e-14j,-2.1027189414345648e-01+9.7764294634254023e-01j,-1.2792341836515454e-14+5.6343999970986503e-15j,9.057342971020574e-26,8.303581976336719e-27,dtn_port_modal_amplitudes,8.303581976336719e-27,0.0
208,top,outgoing_up,air,-7,4,-7,4,s,3.7679972651966021e-01+0.0000000000000000e+00j,1.0053096491487339e+00+0.0000000000000000e+00j,6.5307823390268960e-01+0.0000000000000000e+00j,6.5307823390268960e-01+0.0000000000000000e+00j,1,True,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,3.9008796195205615e-16+1.2849987740590933e-14j,0.0000000000000000e+00+0.0000000000000000e+00j,3.9008796195205615e-16+1.2849987740590933e-14j,-9.9702396850704655e-01-7.7092193005905307e-02j,6.0170668712888855e-16-1.2841818508842957e-14j,5.368350090847787e-26,4.921590713706453e-27,dtn_port_modal_amplitudes,4.921590713706453e-27,0.0
209,top,outgoing_up,air,-7,4,-7,4,p,3.7679972651966021e-01+0.0000000000000000e+00j,1.0053096491487339e+00+0.0000000000000000e+00j,6.5307823390268960e-01+0.0000000000000000e+00j,6.5307823390268960e-01+0.0000000000000000e+00j,1,True,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,1.5534576373087269e-15-1.3583217857422875e-14j,0.0000000000000000e+00+0.0000000000000000e+00j,1.5534576373087269e-15-1.3583217857422875e-14j,-9.9702396850704655e-01-7.7092193005905307e-02j,-2.5959945511628308e-15+1.3423034317301634e-14j,6.071335790034349e-26,5.566073251252479e-27,dtn_port_modal_amplitudes,5.566073251252479e-27,0.0
210,top,outgoing_up,air,-6,-4,-6,-4,s,5.0246343266325200e-01+0.0000000000000000e+00j,-1.0053096491487339e+00+0.0000000000000000e+00j,5.6215630596748489e-01+0.0000000000000000e+00j,5.6215630596748489e-01+0.0000000000000000e+00j,1,True,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-1.3842793578078268e-14+1.0231815394945440e-15j,0.0000000000000000e+00+0.0000000000000000e+00j,-1.3842793578078268e-14+1.0231815394945440e-15j,-6.7951956276306757e-01-7.3365738858290630e-01j,1.0157113735906949e-14+9.4605959148405530e-15j,5.38692543785513e-26,4.938620202057272e-27,dtn_port_modal_amplitudes,4.938620202057272e-27,0.0
211,top,outgoing_up,air,-6,-4,-6,-4,p,5.0246343266325200e-01+0.0000000000000000e+00j,-1.0053096491487339e+00+0.0000000000000000e+00j,5.6215630596748489e-01+0.0000000000000000e+00j,5.6215630596748489e-01+0.0000000000000000e+00j,1,True,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-1.1724807126075015e-14+2.6509301599007146e-15j,0.0000000000000000e+00+0.0000000000000000e+00j,-1.1724807126075015e-14+2.6509301599007146e-15j,-6.7951956276306757e-01-7.3365738858290630e-01j,9.9121103102202176e-15+6.8006324745832840e-15j,4.0400866298766694e-26,3.7038666449994e-27,dtn_port_modal_amplitudes,3.7038666449994e-27,0.0
212,top,outgoing_up,air,-6,-3,-6,-3,s,5.0246343266325200e-01+0.0000000000000000e+00j,-7.5398223686155030e-01+0.0000000000000000e+00j,8.7073416695786776e-01+0.0000000000000000e+00j,8.7073416695786776e-01+0.0000000000000000e+00j,1,True,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,1.0356160381159031e-16+3.5083047592684110e-16j,0.0000000000000000e+00+0.0000000000000000e+00j,1.0356160381159031e-16+3.5083047592684110e-16j,9.9519144782979141e-01+9.7948875268905056e-02j,6.8700171909743055e-17+3.5928723189483701e-16j,5.794749493346896e-29,5.3125047383426855e-30,dtn_port_modal_amplitudes,5.3125047383426855e-30,0.0
213,top,outgoing_up,air,-6,-3,-6,-3,p,5.0246343266325200e-01+0.0000000000000000e+00j,-7.5398223686155030e-01+0.0000000000000000e+00j,8.7073416695786776e-01+0.0000000000000000e+00j,8.7073416695786776e-01+0.0000000000000000e+00j,1,True,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-5.8996665782330365e-15+2.9400270966775418e-15j,0.0000000000000000e+00+0.0000000000000000e+00j,-5.8996665782330365e-15+2.9400270966775418e-15j,9.9519144782979141e-01+9.7948875268905056e-02j,-6.1592700710844364e-15+2.3480241172018653e-15j,1.8816713468921524e-26,1.725076805795546e-27,dtn_port_modal_amplitudes,1.725076805795546e-27,0.0
214,top,outgoing_up,air,-6,-2,-6,-2,s,5.0246343266325200e-01+0.0000000000000000e+00j,-5.0265482457436694e-01+0.0000000000000000e+00j,1.0363422843552565e+00+0.0000000000000000e+00j,1.0363422843552565e+00+0.0000000000000000e+00j,1,True,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-3.6948222227528917e-17-6.1284310997403553e-17j,0.0000000000000000e+00+0.0000000000000000e+00j,-3.6948222227528917e-17-6.1284310997403553e-17j,-9.3448482226207086e-01+3.5600297324857544e-01j,5.6344949809757888e-17+4.4115581500612737e-17j,2.6395073826407184e-30,2.4198449809208832e-31,dtn_port_modal_amplitudes,2.4198449809208832e-31,0.0
215,top,outgoing_up,air,-6,-2,-6,-2,p,5.0246343266325200e-01+0.0000000000000000e+00j,-5.0265482457436694e-01+0.0000000000000000e+00j,1.0363422843552565e+00+0.0000000000000000e+00j,1.0363422843552565e+00+0.0000000000000000e+00j,1,True,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-7.1260156086186968e-14+1.8491435511847554e-14j,0.0000000000000000e+00+0.0000000000000000e+00j,-7.1260156086186968e-14+1.8491435511847554e-14j,-9.3448482226207086e-01+3.5600297324857544e-01j,6.0008528272715830e-14-4.2648793268499534e-14j,2.7936249037085546e-24,2.5611366902302393e-25,dtn_port_modal_amplitudes,2.5611366902302393e-25,0.0
216,top,outgoing_up,air,-6,-1,-6,-1,s,5.0246343266325200e-01+0.0000000000000000e+00j,-2.5132741228718347e-01+0.0000000000000000e+00j,1.1240559304783668e+00+0.0000000000000000e+00j,1.1240559304783668e+00+0.0000000000000000e+00j,1,True,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-1.2931877790658169e-15+1.9412027540971108e-15j,0.0000000000000000e+00+0.0000000000000000e+00j,-1.2931877790658169e-15+1.9412027540971108e-15j,-4.3199122856913894e-02+9.9906648216442195e-01j,-1.8835260289587639e-15-1.3758388214737282e-15j,3.041620961225006e-27,2.7884942718063e-28,dtn_port_modal_amplitudes,2.7884942718063e-28,0.0
217,top,outgoing_up,air,-6,-1,-6,-1,p,5.0246343266325200e-01+0.0000000000000000e+00j,-2.5132741228718347e-01+0.0000000000000000e+00j,1.1240559304783668e+00+0.0000000000000000e+00j,1.1240559304783668e+00+0.0000000000000000e+00j,1,True,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,6.7328104668380491e-14-4.9603872606651727e-14j,0.0000000000000000e+00+0.0000000000000000e+00j,6.7328104668380491e-14-4.9603872606651727e-14j,-4.3199122856913894e-02+9.9906648216442195e-01j,4.6649051441567147e-14+6.9408096468750345e-14j,3.90984888734681e-24,3.5844674155598343e-25,dtn_port_modal_amplitudes,3.5844674155598343e-25,0.0
218,top,outgoing_up,air,-6,0,-6,0,s,5.0246343266325200e-01+0.0000000000000000e+00j,0.0000000000000000e+00+0.0000000000000000e+00j,1.1518104023712230e+00+0.0000000000000000e+00j,1.1518104023712230e+00+0.0000000000000000e+00j,1,True,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-9.5299540331438955e-06+1.6957559099967058e-05j,0.0000000000000000e+00+0.0000000000000000e+00j,-9.5299540331438955e-06+1.6957559099967058e-05j,4.8791650380379031e-01-8.7289030543126434e-01j,1.0152267088876561e-05+1.6592477435838961e-05j,2.167594223264256e-07,1.9872048990412226e-08,dtn_port_modal_amplitudes,1.9872048990412226e-08,0.0
219,top,outgoing_up,air,-6,0,-6,0,p,5.0246343266325200e-01+0.0000000000000000e+00j,0.0000000000000000e+00+0.0000000000000000e+00j,1.1518104023712230e+00+0.0000000000000000e+00j,1.1518104023712230e+00+0.0000000000000000e+00j,1,True,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-5.5667561676942654e-14+4.5592655787531851e-14j,0.0000000000000000e+00+0.0000000000000000e+00j,-5.5667561676942654e-14+4.5592655787531851e-14j,4.8791650380379031e-01-8.7289030543126434e-01j,1.2636265167105457e-14+7.0837084125782406e-14j,2.966039529911306e-24,2.7192028015804073e-25,dtn_port_modal_amplitudes,2.7192028015804073e-25,0.0
220,top,outgoing_up,air,-6,1,-6,1,s,5.0246343266325200e-01+0.0000000000000000e+00j,2.5132741228718347e-01+0.0000000000000000e+00j,1.1240559304783668e+00+0.0000000000000000e+00j,1.1240559304783668e+00+0.0000000000000000e+00j,1,True,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-4.2845726966337857e-16-1.8786749933497469e-15j,0.0000000000000000e+00+0.0000000000000000e+00j,-4.2845726966337857e-16-1.8786749933497469e-15j,-4.3199122856913894e-02+9.9906648216442195e-01j,1.8954301949673266e-15-3.4690018531443714e-16j,2.0757855356625847e-27,1.90303662076364e-28,dtn_port_modal_amplitudes,1.90303662076364e-28,0.0
221,top,outgoing_up,air,-6,1,-6,1,p,5.0246343266325200e-01+0.0000000000000000e+00j,2.5132741228718347e-01+0.0000000000000000e+00j,1.1240559304783668e+00+0.0000000000000000e+00j,1.1240559304783668e+00+0.0000000000000000e+00j,1,True,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-4.4290710187892227e-14-8.6295597199127273e-14j,0.0000000000000000e+00+0.0000000000000000e+00j,-4.4290710187892227e-14-8.6295597199127273e-14j,-4.3199122856913894e-02+9.9906648216442195e-01j,8.8128358550836748e-14-4.0521469914565557e-14j,5.2599661120341485e-24,4.822226556262034e-25,dtn_port_modal_amplitudes,4.822226556262034e-25,0.0
222,top,outgoing_up,air,-6,2,-6,2,s,5.0246343266325200e-01+0.0000000000000000e+00j,5.0265482457436694e-01+0.0000000000000000e+00j,1.0363422843552565e+00+0.0000000000000000e+00j,1.0363422843552565e+00+0.0000000000000000e+00j,1,True,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,4.0039083160081653e-16-9.0434326693866770e-16j,0.0000000000000000e+00+0.0000000000000000e+00j,4.0039083160081653e-16-9.0434326693866770e-16j,-9.3448482226207086e-01+3.5600297324857544e-01j,-5.2210263236355917e-17+9.8763538358044170e-16j,5.041719001143318e-28,4.622142184699757e-29,dtn_port_modal_amplitudes,4.622142184699757e-29,0.0
223,top,outgoing_up,air,-6,2,-6,2,p,5.0246343266325200e-01+0.0000000000000000e+00j,5.0265482457436694e-01+0.0000000000000000e+00j,1.0363422843552565e+00+0.0000000000000000e+00j,1.0363422843552565e+00+0.0000000000000000e+00j,1,True,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,1.3732957799045183e-14+1.2006047497175822e-13j,0.0000000000000000e+00+0.0000000000000000e+00j,1.3732957799045183e-14+1.2006047497175822e-13j,-9.3448482226207086e-01+3.5600297324857544e-01j,-5.5575126687555358e-14-1.0730571780672599e-13j,7.526945669905113e-24,6.90054584456652e-25,dtn_port_modal_amplitudes,6.90054584456652e-25,0.0
224,top,outgoing_up,air,-6,3,-6,3,s,5.0246343266325200e-01+0.0000000000000000e+00j,7.5398223686155030e-01+0.0000000000000000e+00j,8.7073416695786776e-01+0.0000000000000000e+00j,8.7073416695786776e-01+0.0000000000000000e+00j,1,True,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-7.7946538113793774e-16+6.8922645368048046e-16j,0.0000000000000000e+00+0.0000000000000000e+00j,-7.7946538113793774e-16+6.8922645368048046e-16j,9.9519144782979141e-01+9.7948875268905056e-02j,-8.4322623713144368e-16+6.0956451492736067e-16j,4.688387673940781e-28,4.2982154382332344e-29,dtn_port_modal_amplitudes,4.2982154382332344e-29,0.0
225,top,outgoing_up,air,-6,3,-6,3,p,5.0246343266325200e-01+0.0000000000000000e+00j,7.5398223686155030e-01+0.0000000000000000e+00j,8.7073416695786776e-01+0.0000000000000000e+00j,8.7073416695786776e-01+0.0000000000000000e+00j,1,True,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,2.8370100372594928e-15+1.0329114009351866e-14j,0.0000000000000000e+00+0.0000000000000000e+00j,2.8370100372594928e-15+1.0329114009351866e-14j,9.9519144782979141e-01+9.7948875268905056e-02j,1.8116430267476194e-15+1.0557327868042026e-14j,4.9689844874127127e-26,4.55546070877426e-27,dtn_port_modal_amplitudes,4.55546070877426e-27,0.0
226,top,outgoing_up,air,-6,4,-6,4,s,5.0246343266325200e-01+0.0000000000000000e+00j,1.0053096491487339e+00+0.0000000000000000e+00j,5.6215630596748489e-01+0.0000000000000000e+00j,5.6215630596748489e-01+0.0000000000000000e+00j,1,True,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-7.4544814766748646e-15+5.8468785367964244e-15j,0.0000000000000000e+00+0.0000000000000000e+00j,-7.4544814766748646e-15+5.8468785367964244e-15j,-6.7951956276306757e-01-7.3365738858290630e-01j,9.3550716323229994e-15+1.4959670665642578e-15j,2.5095003421147045e-26,2.300657254237387e-27,dtn_port_modal_amplitudes,2.300657254237387e-27,0.0
227,top,outgoing_up,air,-6,4,-6,4,p,5.0246343266325200e-01+0.0000000000000000e+00j,1.0053096491487339e+00+0.0000000000000000e+00j,5.6215630596748489e-01+0.0000000000000000e+00j,5.6215630596748489e-01+0.0000000000000000e+00j,1,True,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,7.0904503993088409e-15-5.7767465193950254e-15j,0.0000000000000000e+00+0.0000000000000000e+00j,7.0904503993088409e-15-5.7767465193950254e-15j,-6.7951956276306757e-01-7.3365738858290630e-01j,-9.0562525210563091e-15-1.2765490547811692e-15j,2.3386687729424367e-26,2.144042456353861e-27,dtn_port_modal_amplitudes,2.144042456353861e-27,0.0
228,top,outgoing_up,air,-5,-4,-5,-4,s,6.2812713880684368e-01+0.0000000000000000e+00j,-1.0053096491487339e+00+0.0000000000000000e+00j,4.1706775348506014e-01+0.0000000000000000e+00j,4.1706775348506014e-01+0.0000000000000000e+00j,1,True,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-2.8720137376215035e-15-4.2077807904544434e-14j,0.0000000000000000e+00+0.0000000000000000e+00j,-2.8720137376215035e-15-4.2077807904544434e-14j,-6.8824232312883082e-01-7.2548087821405050e-01j,-2.8550003625072469e-14+3.1043319313004812e-14j,3.6897890552247537e-25,3.382721179210953e-26,dtn_port_modal_amplitudes,3.382721179210953e-26,0.0
229,top,outgoing_up,air,-5,-4,-5,-4,p,6.2812713880684368e-01+0.0000000000000000e+00j,-1.0053096491487339e+00+0.0000000000000000e+00j,4.1706775348506014e-01+0.0000000000000000e+00j,4.1706775348506014e-01+0.0000000000000000e+00j,1,True,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-7.3040359719548338e-15-1.7810238400070543e-14j,0.0000000000000000e+00+0.0000000000000000e+00j,-7.3040359719548338e-15-1.7810238400070543e-14j,-6.8824232312883082e-01-7.2548087821405050e-01j,-7.8940407101300404e-15+1.7556698283383668e-14j,7.686483951975977e-26,7.046807193814078e-27,dtn_port_modal_amplitudes,7.046807193814078e-27,0.0
230,top,outgoing_up,air,-5,-3,-5,-3,s,6.2812713880684368e-01+0.0000000000000000e+00j,-7.5398223686155030e-01+0.0000000000000000e+00j,7.8492279121317299e-01+0.0000000000000000e+00j,7.8492279121317299e-01+0.0000000000000000e+00j,1,True,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-3.2542857291518006e-16+3.8369307743633906e-17j,0.0000000000000000e+00+0.0000000000000000e+00j,-3.2542857291518006e-16+3.8369307743633906e-17j,6.1759056380179263e-02+9.9809108750405628e-01j,-5.8394225675011256e-17-3.2243770600559762e-16j,4.191834733862709e-29,3.842986122448068e-30,dtn_port_modal_amplitudes,3.842986122448068e-30,0.0
231,top,outgoing_up,air,-5,-3,-5,-3,p,6.2812713880684368e-01+0.0000000000000000e+00j,-7.5398223686155030e-01+0.0000000000000000e+00j,7.8492279121317299e-01+0.0000000000000000e+00j,7.8492279121317299e-01+0.0000000000000000e+00j,1,True,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,1.4132460295309379e-15-2.8264920590618759e-15j,0.0000000000000000e+00+0.0000000000000000e+00j,1.4132460295309379e-15-2.8264920590618759e-15j,6.1759056380179263e-02+9.9809108750405628e-01j,2.9083772742675125e-15+1.2359867840915921e-15j,3.898545840724326e-27,3.5741050195997333e-28,dtn_port_modal_amplitudes,3.5741050195997333e-28,0.0
232,top,outgoing_up,air,-5,-2,-5,-2,s,6.2812713880684368e-01+0.0000000000000000e+00j,-5.0265482457436694e-01+0.0000000000000000e+00j,9.6536580061691524e-01+0.0000000000000000e+00j,9.6536580061691524e-01+0.0000000000000000e+00j,1,True,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,6.4659388918802156e-17-5.1798565427318661e-16j,0.0000000000000000e+00+0.0000000000000000e+00j,6.4659388918802156e-17-5.1798565427318661e-16j,9.8622847167866023e-01-1.6538863821427999e-01j,-2.1900011661708830e-17-5.2154612844636386e-16j,1.30831581453758e-28,1.1994364850386614e-29,dtn_port_modal_amplitudes,1.1994364850386614e-29,0.0
233,top,outgoing_up,air,-5,-2,-5,-2,p,6.2812713880684368e-01+0.0000000000000000e+00j,-5.0265482457436694e-01+0.0000000000000000e+00j,9.6536580061691524e-01+0.0000000000000000e+00j,9.6536580061691524e-01+0.0000000000000000e+00j,1,True,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-1.4341433660797412e-14+1.1961127708784944e-14j,0.0000000000000000e+00+0.0000000000000000e+00j,-1.4341433660797412e-14+1.1961127708784944e-14j,9.8622847167866023e-01-1.6538863821427999e-01j,-1.2165695577706092e-14+1.4168314882987970e-14j,1.6744432011534372e-25,1.535094390262508e-26,dtn_port_modal_amplitudes,1.535094390262508e-26,0.0
234,top,outgoing_up,air,-5,-1,-5,-1,s,6.2812713880684368e-01+0.0000000000000000e+00j,-2.5132741228718347e-01+0.0000000000000000e+00j,1.0589747558377647e+00+0.0000000000000000e+00j,1.0589747558377647e+00+0.0000000000000000e+00j,1,True,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,1.9767298908727019e-15-1.2304823826421103e-15j,0.0000000000000000e+00+0.0000000000000000e+00j,1.9767298908727019e-15-1.2304823826421103e-15j,8.4546634772137919e-01-5.3402870229105848e-01j,1.0141456912734478e-15-2.0959619443906202e-15j,2.855479616285326e-27,2.6178437927599e-28,dtn_port_modal_amplitudes,2.6178437927599e-28,0.0
235,top,outgoing_up,air,-5,-1,-5,-1,p,6.2812713880684368e-01+0.0000000000000000e+00j,-2.5132741228718347e-01+0.0000000000000000e+00j,1.0589747558377647e+00+0.0000000000000000e+00j,1.0589747558377647e+00+0.0000000000000000e+00j,1,True,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,1.6322169281948376e-13-7.7477262442057471e-14j,0.0000000000000000e+00+0.0000000000000000e+00j,1.6322169281948376e-13-7.7477262442057471e-14j,8.4546634772137919e-01-5.3402870229105848e-01j,9.6623366577994077e-14-1.5266948691047582e-13j,1.7193320458508476e-23,1.5762475411325357e-24,dtn_port_modal_amplitudes,1.5762475411325357e-24,0.0
236,top,outgoing_up,air,-5,0,-5,0,s,6.2812713880684368e-01+0.0000000000000000e+00j,0.0000000000000000e+00+0.0000000000000000e+00j,1.0883900962745965e+00+0.0000000000000000e+00j,1.0883900962745965e+00+0.0000000000000000e+00j,1,True,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-2.3075866453055199e-04-2.5208517161667033e-05j,0.0000000000000000e+00+0.0000000000000000e+00j,-2.3075866453055199e-04-2.5208517161667033e-05j,-9.9292273341750703e-01-1.1876213816998357e-01j,2.2613170654723491e-04+5.2435502166462867e-05j,2.916908918808581e-05,2.674160888279312e-06,dtn_port_modal_amplitudes,2.674160888279312e-06,0.0
237,top,outgoing_up,air,-5,0,-5,0,p,6.2812713880684368e-01+0.0000000000000000e+00j,0.0000000000000000e+00+0.0000000000000000e+00j,1.0883900962745965e+00+0.0000000000000000e+00j,1.0883900962745965e+00+0.0000000000000000e+00j,1,True,True,False,1.0000000000000000e+00+0.0000000000000000e+00j,-2.0761839491780655e-13-2.4917820666872323e-14j,0.0000000000000000e+00+0.0000000000000000e+00j,-2.0761839491780655e-13-2.4917820666872323e-14j,-9.9292273341750703e-01-1.1876213816998357e-01j,2.0318973052860996e-13+4.9398675111216868e-14j,2.3669954437196027e-23,2.17001175371485e-24,dtn_port_modal_amplitudes,2.17001175371485e-24,0.0
